id,type_code,lemma,yo,gender,paradigm,declinable,nom,gen,dat,acc,ins,pre,loc2,review,source
wd:Q190499,city,Северодвинск,,m,noun_m2,always,Северодвинск,Северодвинска,Северодвинску,Северодвинск,Северодвинском,Северодвинске,,needs_review,manual
wd:Q197018,city,Ухта,,f,noun_f1,always,Ухта,Ухты,Ухте,Ухту,Ухтой,Ухте,,needs_review,manual
wd:Q153663,city,Киселёвск,Киселёвск,m,noun_m2,always,Киселёвск,Киселёвска,Киселёвску,Киселёвск,Киселёвском,Киселёвске,,needs_review,manual
wd:Q104232,city,Ачинск,,m,noun_m2,always,Ачинск,Ачинска,Ачинску,Ачинск,Ачинском,Ачинске,,needs_review,manual
wd:Q144345,city,Канск,,m,noun_m2,always,Канск,Канска,Канску,Канск,Канском,Канске,,needs_review,manual
wd:Q133838,city,Воткинск,,m,noun_m2,always,Воткинск,Воткинска,Воткинску,Воткинск,Воткинском,Воткинске,,needs_review,manual
wd:Q134433,city,Глазов,,m,noun_m2,always,Глазов,Глазова,Глазову,Глазов,Глазовом,Глазове,,needs_review,manual
wd:Q139743,city,Зеленодольск,,m,noun_m2,always,Зеленодольск,Зеленодольска,Зеленодольску,Зеленодольск,Зеленодольском,Зеленодольске,,needs_review,manual
wd:Q103789,city,Арзамас,,m,noun_m2,always,Арзамас,Арзамаса,Арзамасу,Арзамас,Арзамасом,Арзамасе,,needs_review,manual
wd:Q14657,city,Выборг,,m,noun_m2,always,Выборг,Выборга,Выборгу,Выборг,Выборгом,Выборге,,needs_review,manual
wd:Q133529,city,Воркута,,f,noun_f1,always,Воркута,Воркуты,Воркуте,Воркуту,Воркутой,Воркуте,,needs_review,manual
wd:Q193522,city,Саров,,m,noun_m2,always,Саров,Сарова,Сарову,Саров,Саровом,Сарове,,needs_review,manual
wd:Q15248,city,Всеволожск,,m,noun_m2,always,Всеволожск,Всеволожска,Всеволожску,Всеволожск,Всеволожском,Всеволожске,,needs_review,manual
